"","p_value","FDR","log2FC","linearFC"
"DTWD2",0.173821747090554,0.352263643981299,-0.0994726498097105,0.933374106637201
"NHLRC2",0.00472913597571702,0.0293680704452228,-0.0628824413850744,0.95734946504267
"AVL9",0.843549963540513,0.915803461363072,-0.00689775735169817,0.995230250495953
"XXYLT1",0.239131667226129,0.432784954572897,0.0538739308532143,1.03804855725285
"GOLM1",0.0363794652383663,0.123532026645352,-0.0602725988770239,0.959082882396449
"COLGALT1",0.391768873330242,0.582314004999575,0.0133421392026243,1.00929096166638
"SUMF2",0.0305232659057739,0.109714291789188,-0.0561171327119965,0.961849358743974
"SUMF1",0.552312666185478,0.716281386607923,0.0310591232856652,1.02176195482477
"POGLUT1",0.133626984034577,0.297417252471845,-0.0366536539825084,0.974913649116426
"UBAC2",0.319725488042553,0.519070302348791,0.028973273442034,1.02028575783252
"PCYOX1L",0.0339895925864364,0.118069111089726,0.0754581530646217,1.05369560231179
"TMEM87A",0.162222228149476,0.33696109522216,0.0400786761163161,1.02816989547611
"RDH13",0.321142220423108,0.5204268704174,0.0294363267935118,1.02061328551757
"TTC13",0.1802998835879,0.361335191393653,-0.0595746682758609,0.959546968853193
"MFSD9",0.301372669354871,0.49958151225446,-0.121256071496161,0.919386844883736
"HSD17B11",0.00268212738570189,0.019739685723547,-0.0910656485981782,0.938829025735342
"MINDY2",0.0304616160280288,0.109629668238077,-0.264049537598652,0.832747176477378
"TXNDC5",0.475960216286858,0.65665178861963,-0.0116102063330423,0.991984713310287
"SPC24",0.103182495370753,0.249614407955732,0.244028731386173,1.18429519695157
"ATAD1",0.0268075881223154,0.100108593824481,-0.0893984766780171,0.939914559445885
"SCCPDH",0.370060262448881,0.563411025936812,-0.0196899055416004,0.98644470921872
"INO80E",0.0386980473836064,0.128573802960184,-0.141197999814839,0.906765873112112
"UXS1",0.103117012360534,0.249603557870042,0.0575315168213173,1.04068360391768
"RNF149",0.825189912340617,0.905741553329466,-0.0106655022374973,0.992634496450669
"RETREG2",0.0263418320754173,0.0990405899960907,0.172230061304568,1.12679890067287
"SERBP1",0.591005602491882,0.749641681238585,0.0112150248966536,1.00780395625029
"KCT2",0.000538111807921187,0.00650503254952289,0.221357097839444,1.1658297301852
"LEMD2",0.85498502367728,0.922747914252256,-0.00436566270159133,0.996978527071973
"NOA1",0.155583982003779,0.328423860902484,0.0379122351275285,1.0266270900147
"RBBP8NL",0.007670109084786,0.0412432146845523,-0.110028933098002,0.926569479450134
"NECAP1",0.00289960829939402,0.0208527190880849,0.158392583747894,1.11604297674576
"FAM98A",0.760935325687202,0.86517014523813,-0.0086223873975726,0.994041240733881
"PLA2G15",0.0328516558845982,0.115538440807715,-0.252830732488308,0.839248098042457
"HJURP",0.741767915573661,0.85153999453708,-0.0294295656161676,0.979807632030653
"TSEN2",0.925619757742086,0.963897709296504,0.00315709588289792,1.00219072825624
"MTMR14",0.814050719509212,0.898353706642852,0.0145839692776217,1.01016010408474
"NFATC2IP",0.313902166045571,0.5130767579223,-0.0265882451116539,0.981739218862439
"DAGLB",0.0569950641122254,0.166826754182565,-0.0650197415603699,0.955932236712098
"CHST14",0.00223768022174836,0.0172964924716272,0.231138915088044,1.17376119266414
"SPRYD3",0.368899650696708,0.56241679587116,-0.0841395561591174,0.94334699373631
"GALNT6",0.274220042906998,0.471916309488992,-0.19519085574723,0.873457337621033
"DYNC2H1",0.177038212018472,0.356867174177137,-0.124172312077663,0.917530288122852
"RNF169",0.978329422811919,0.991181927027794,-0.0018747967864936,0.998701333890944
"PDPR",0.270439434734281,0.467511737549152,-0.0294243102233196,0.979811201241924
"TMEM35B",0.664132057692352,0.798233109846482,-0.0342370642933396,0.976548048966043
"NAXE",0.276012742283147,0.473651755739519,0.0292214992618902,1.02046132026983
"GALNT11",0.205658460265782,0.392865418334373,-0.136892102168874,0.909476268148304
"SMG8",0.0939666223142824,0.2337455431672,-0.0815117286760128,0.945066838976094
"RNF214",0.0220520152691848,0.0877790335423193,-0.0767717821521536,0.948176944009162
"ZNRF1",0.876583688529209,0.936426172421752,0.0208859320517742,1.01458232456853
"PPFIBP2",2.15747666006826e-05,0.000745425902397606,-0.184260549388483,0.880100053954811
"LSM14A",0.75812446599238,0.862793003216547,-0.0147269261283824,0.98984399673672
"CCNY",0.000871555578981378,0.00913104573019937,-0.0916461726136433,0.938451327648322
"ZNF280C",0.666029786391941,0.799470192407105,0.0425026646193576,1.02989885886893
"MROH1",0.963886372568562,0.985588220258329,0.00127463232715286,1.0008838982118
"FSAF1",0.0992590863249407,0.242745747629928,-0.0691633076981883,0.953190641555364
"TENT4B",0.31647260860179,0.515322687782939,-0.0654372398453944,0.955655641647756
"NPEPL1",0.000611470677778929,0.00713009774821897,-0.128148568039723,0.915004936508851
"EHBP1",0.172056350514886,0.350101733618555,0.0317703976402655,1.02226582586814
"RBM15B",0.361696431128702,0.557184444594476,-0.0589032336028641,0.959993648874672
"TNRC6A",0.353028639959189,0.549588432456914,0.0736861204915726,1.05240216424297
"PSD4",0.100083246401073,0.24428311617846,0.230475724999476,1.17322175232656
"PHC3",0.889500010789286,0.944185225460379,0.00892448929330847,1.00620515730793
"ZNF740",0.0770367267094028,0.204150709277831,-0.314225089792188,0.804282876652541
"DIPK2A",0.0293074769173876,0.106695903510632,0.0901580834395777,1.06448681730238
"TMEM104",0.876420421057855,0.936426172421752,0.0202521276931868,1.0141366964556
"CNNM3",0.123184229671654,0.282293435754281,0.0292580689748689,1.02048718744862
"SETD9",0.360417218902985,0.556426352673047,-0.118058247910167,0.921426983409397
"ABCF1",0.00093418025856094,0.00952630438035033,0.085314961503947,1.06091933035012
"MCU",0.689828467803552,0.815264423842443,0.0103924380305784,1.00722949665863
"PIK3C3",0.000201440499017589,0.00327101000785703,-0.0878890630664912,0.940898455704754
"GSTCD",0.0230366191549685,0.0908148801369278,-0.141846572450342,0.906358322422306
"SRFBP1",0.489105858279563,0.668031098825091,-0.0150535503845042,0.98961992272623
"NGDN",0.222949465694508,0.413558120408852,-0.0374551701891015,0.974372168037867
"DDHD1",0.140614937040776,0.307369830326313,-0.0447045800071209,0.969488318283121
"SHCBP1",0.540105021620259,0.707382222552369,0.0360599470349605,1.02530984079923
"SUPT20H",0.00763272243736403,0.0410837582624986,-0.176823235172586,0.884648819440457
"PDZD8",0.228256800756446,0.420165015157615,-0.05592569486085,0.961976999434837
"APPL2",0.801494557143321,0.88977637759915,-0.00704486227812495,0.9951287766537
"EXPH5",0.0279984290493841,0.103262344903181,-0.106462712125879,0.928862714557273
"SLC30A7",0.631491036618563,0.775263585746749,-0.0104000524589196,0.99281715379838
"PPHLN1",0.0459196478752536,0.144318893322225,0.0868111019882463,1.06202012271676
"VPS37A",0.109251100099518,0.258862479216692,0.0488802535488464,1.03446171565205
"WDR19",0.684536018373604,0.811801590257872,-0.0633487328981701,0.957040091415581
"KMT2C",0.293027360050033,0.491119376336161,0.117487613934628,1.08484401138662
"FBXO22",0.00142945349096981,0.0127714490939923,0.0673072725916448,1.0477592604798
"LPCAT1",0.768769905776096,0.870450042732646,0.00800453188730543,1.00556373913559
"DOCK8",0.176201276785822,0.355618063924825,-0.0377861653623945,0.9741486450607
"ZMIZ2",0.244268956636603,0.440232799188276,1.60816883748203,3.04864642053028
"USP32",0.0915830218357053,0.230053852272379,-0.106697911082156,0.928711296740162
"BOD1L1",0.108971328107299,0.258424036288071,-0.0556158594058473,0.962183617313529
"ARID1B",0.0308200964453565,0.110482553354708,-0.0639938435498024,0.956612240259542
"FLAD1",0.639956076068312,0.781584916660657,0.0133558349668377,1.00930054309298
"FLCN",0.0250496252807598,0.0962470109379053,0.101873561916344,1.07316622976764
"NUP43",0.146450245095215,0.3159063800367,0.0479878282097204,1.03382201401806
"NUP37",0.0983121589142157,0.24140015258144,0.0653746380617442,1.04635662168797
"NUP35",0.0154258388209644,0.0678736908122434,0.117372325433351,1.08475732290465
"REPS2",0.0540144647013669,0.160864038979617,-0.149811469063065,0.901368245435283
"ENGASE",0.268099189590388,0.464848935307593,-0.0544800435557331,0.962941430769648
"GPRC5A",0.0741544694170909,0.199173015329659,0.0361130859301433,1.02534760680939
"NBEA",0.102799401318218,0.249203288029709,-0.139449826072003,0.907865305112859
"TOR1AIP2",0.758774385881448,0.863192879351372,0.0115184320697068,1.00801592558273
"CCDC148",0.125498352184507,0.285537535245484,3.67877937034009,12.8062783716156
"IPMK",0.120470455435727,0.277648608078285,0.36662582708453,1.28933380966623
"ABHD11",0.774774088628671,0.874671723986748,0.0121658985150148,1.00846841411583
"DMBX1",0.461132027566489,0.64456097585041,0.115120197147085,1.08306527660722
"CMAS",0.311256034318943,0.510587168744483,-0.0108754204146955,0.9924900744769
"FBH1",0.636779952929046,0.779334101207016,0.0647472319368632,1.04590167604355
"HELB",0.373000277172232,0.566141370248062,-0.0735437832925001,0.950300844558555
"TSPAN14",0.613093260061268,0.764754647209483,-0.0170212139614776,0.988271119462426
"PJA1",0.139259214380173,0.306036863655226,0.2899335311818,1.22258394868284
"KNL1",0.238875358849583,0.432484851577648,0.0426839983794682,1.03002831600613
"TTL",0.486077859825912,0.665784302061133,0.0992505278763112,1.07121682672571
"SVIP",0.97659463604786,0.990291924266591,0.00282431999360355,1.00195958692645
"ZNRF2",0.274765346255137,0.472312454054198,0.0801209770257287,1.05710668040326
"ATL2",0.34007971648931,0.538755787794912,-0.0280346627126704,0.980755439720676
"KDM2B",0.0379583489217014,0.127159692007861,-0.234866703881824,0.849763508415564
"MOSPD2",0.0311643146628687,0.111423657143258,-0.0538670297603616,0.963350679982605
"PLBD2",0.244810086637513,0.440668925069525,0.0569106352213105,1.04023582925617
"DDX55",0.16591380201053,0.342105088793027,0.0512532277776998,1.03616461948267
"MFSD8",0.341622625504123,0.540467729968247,-0.0908700928966137,0.938956291586456
"TDRD7",0.392231940738598,0.582581888022629,0.02403250515788,1.01679758235636
"NEDD1",0.438701703474271,0.623646819738307,0.0232496831111888,1.01624600656968
"TPCN2",0.349882370065472,0.547291010589467,0.0723866414215557,1.05145466056138
"COP1",0.837511108732577,0.91218936836138,0.0443906526218836,1.03124752195184
"CDC26",0.730034883332658,0.844685984105988,0.055227517673611,1.03902294765697
"NCOA7",0.692974902963924,0.817544559010632,-0.0103429248019182,0.992856468025696
"THOC2",0.445118133252554,0.628821873915283,-0.0155486998074217,0.989280332139925
"PATJ",0.916159831068009,0.959859388491433,-0.003625458876515,0.997490178283931
"WDR36",0.0990523467881193,0.242707906022146,-0.0308771127418836,0.978825022140599
"PPTC7",0.0478866685614334,0.148617556126952,-0.138162917385106,0.908675497814061
"COQ8A",0.100980381721997,0.246032582319983,0.0672562471844991,1.0477222038629
"KIF18A",0.38218056521425,0.573511938712452,0.0588441208974437,1.04163087766934
"ANGPTL6",0.350616662820207,0.547291010589467,-1.34456954432844,0.393771460008712
"RP9",0.742982787443992,0.852575873870111,-0.0225166697208596,0.984513797638088
"GRPEL2",0.0631717815965842,0.178768278211081,-0.0816649579558604,0.944966468338472
"VANGL1",0.0049167422525714,0.0301061073787077,0.055405464821245,1.03915111235405
"JOSD2",0.280317107700732,0.477343988643942,2.04981164953347,4.14051909628443
"SLC30A5",0.224881133585477,0.416009764300077,-0.0380130366585014,0.973995467165751
"OCC1",0.211340648828158,0.399851981467233,-0.281224119814683,0.822892500630043
"SNIP1",0.23922931179146,0.432865949082757,0.0772226721117004,1.0549851357049
"PPP1R14C",0.0275748526842818,0.102021968520869,0.181542620821954,1.13409588428491
"GADD45GIP1",0.449275347692073,0.633678580240701,-0.0224244559966706,0.98457672748999
"WDR48",0.43633273728179,0.621765566069546,0.0267881258148961,1.01874157324877
"ZNF461",0.170596520410189,0.348604621095052,2.01072183799227,4.02983798490911
"EXOC6",0.00657816359982135,0.037128062690302,-0.132872827750658,0.912013555137956
"CEP76",0.754165895526607,0.86022211693237,-0.0134877237692592,0.990694588118208
"PPP1R35",0.693473622682205,0.817731342977848,-0.760268469483115,0.59038645614616
"MPLKIP",0.884385995506311,0.940921117988814,-0.0126137641564146,0.991294915518384
"SMARCC2",0.106700062066894,0.254958630059987,0.0323403533486761,1.02266976525426
"NPLOC4",0.303126272752329,0.501489331888499,0.0111312175197895,1.00774541376528
"CXorf38",0.551919814844825,0.716174372077064,0.0277282528084122,1.0194056488497
"SPATA20",0.794746391869736,0.886372917833458,-0.0130186836692303,0.991016728986469
"RIN3",0.368272628568419,0.562336165148043,0.0974392427764421,1.06987277165249
"GDAP1",0.458295888905145,0.641473157995503,0.0246468034212306,1.0172306260495
"NUBPL",0.0253503251561559,0.096999996780132,0.0823149467416506,1.0587154919484
"DEPTOR",0.00581682934843298,0.0339308135335535,-0.164954500850051,0.891956649155231
"FBXO30",0.787506024834546,0.883111716531368,0.0258804555236978,1.0181008344828
"SLC35B2",0.108893254120531,0.258424036288071,-0.0394290357970348,0.973039963683272
"PUM2",0.0231603263679152,0.0910394385182602,-0.085887091378126,0.942205010143875
"ITFG1",0.515672515343681,0.689163600927134,0.0270599395918474,1.01893352932698
"GOLGA5",0.022148267266327,0.0881094266458784,-0.0382681675630749,0.973823237854366
"LNX1",0.217578910629288,0.406544704244313,1.92733871400423,3.80352928759847
"KLHDC4",0.96688064570839,0.986584143299691,0.00166816256338365,1.00115695092949
"SHKBP1",0.0680768634392205,0.188255822291154,-0.0806731456814465,0.945616329569629
"UBA3",0.211128648748447,0.399601494300947,0.0189852171285239,1.01324651766704
"BAHD1",0.295823151608249,0.4941858895207,1.47247579050754,2.77497695492694
"NANP",0.946245471192603,0.975815642167372,-0.00357770875097252,0.997523193625448
"PRXL2B",0.531454481065814,0.700778014381979,0.0408570698736437,1.02872478541989
"ZCRB1",0.25045668442369,0.447345592606609,-1.6090956780597,0.327803763222683
"ZCCHC10",0.294759787898688,0.492912567258452,0.183720057034717,1.13580884914851
"TMEM254",0.482312637236086,0.662075493938095,-0.063142351021197,0.957177008680208
"DNAJB14",0.898486921068736,0.949414714270695,-0.00775277974747191,0.994640595703992
"FAM174A",0.0921611457946953,0.230868324819035,0.216457499364626,1.16187712147191
"SLC25A40",0.470923702270049,0.651901146714831,-0.0536056982291644,0.963525198300077
"TMEM167A",0.3252044943958,0.524221702212965,-0.0610883889590141,0.958540710204193
"PIP4K2C",0.000527177955079955,0.00642599179341296,0.0871243483943722,1.06225073978823
"WDR20",0.497895727652785,0.674855266316236,-0.0596170925761701,0.959518752557245
"TRMT10A",0.32165626868761,0.520552680035476,-1.06616525809009,0.477586758364239
"TBC1D15",0.259452923520933,0.45679164747805,0.0188695487617245,1.013165283679
"RDH11",0.0176289934140083,0.0748317853217033,0.127760434971183,1.0925962942435
"LRRC20",0.0854183111057882,0.218320880102989,0.101065277995717,1.07256514635265
"MRPL30",0.720203928236311,0.838905344247932,0.0607660651825306,1.04301945289943
"C18orf32",0.471037765564673,0.651920946790523,1.33439449930188,2.52169623684543
"NT5C",0.844556453077805,0.916107130610787,-0.00387262629506324,0.99731929951401
"DENND10",0.339628987123733,0.538513892422034,-0.0221032892334456,0.984795934260243
"ZFAND1",0.0823634843554996,0.213108680355804,0.157464100425029,1.11532494979732
"CIP2A",0.140155400833086,0.306692994764164,-0.0362005245989714,0.975219903308101
"PI4K2B",0.149706887430156,0.320230310174698,-0.0524120853979557,0.964322700125376
"STT3B",0.807615415299713,0.894565183437432,-0.00573837073769567,0.99603036441894
"PNPT1",0.291764030682865,0.489804477355603,0.0148006169810202,1.01031180995006
"SPPL2B",0.830084225799446,0.909060525082653,-0.0135607345439244,0.990644453095163
"HM13",4.13696775669598e-07,5.69132353439847e-05,0.139991636640815,1.10189872810837
"DYNC2LI1",0.568451433393689,0.730216061983041,0.0999769513046225,1.0717563398721
"URGCP",0.195008533274118,0.380357786117738,0.0554638576862967,1.0391931726904
"BICD2",0.0360312839395996,0.122870088140288,0.0527251197007352,1.0372222931763
"NEK9",0.0539720436384185,0.160796215921666,-0.0480004365389632,0.967276036929941
"CHD6",0.659517177852981,0.794917317164771,0.053509922646537,1.03778667895
"GPT2",3.91678754578646e-07,5.62072073387223e-05,0.153091888187149,1.11194997762181
"TRPM4",0.584731314863203,0.744236560006292,0.00944252507478893,1.00656652534165
"PLEKHO2",0.298601637673047,0.497304803157553,-0.0605764044163806,0.9588809381136
"DTX3L",0.979148596043138,0.99150607646833,-0.000843933227251625,0.999415201124506
"DDX54",0.00130102916996102,0.011928839514117,0.0534797435452568,1.03776497017522
"BLOC1S5",0.980659954694203,0.992573355467808,0.00183990003974976,1.00127613509338
"DMXL2",0.692509464385953,0.817240564895257,-0.0199496128428436,0.98626714997814
"DLG5",0.018930991846294,0.0788053088860989,0.112943122084062,1.08143212743344
"BRIX1",0.0813910552349092,0.211461713029364,0.0676311798895668,1.0479945250103
"RNASEH2C",0.509609726721467,0.68506011883845,0.0298100326146908,1.02087769242147
"GNPDA2",1.17763298146764e-05,0.000519806254492279,-0.157097036201741,0.896827836661559
"LRRC8C",0.182992141518511,0.364558833054404,-0.104634134410631,0.930040769840951
"SYTL5",0.38990300816498,0.580809286279978,-0.069894848241729,0.952707434209082
"NEK7",0.495471655753414,0.67274092446496,0.0163725353737547,1.01141321612013
"RB1CC1",0.505237353335794,0.68052378204413,-0.0303954393750079,0.979151877536244
"MICAL1",0.458534531056661,0.641587724767945,-0.0718836603945334,0.951394994177502
"ELP5",0.0599402497084078,0.172757998269761,-0.120508654367635,0.919863275097194
"EPS8L1",0.293123827023113,0.491168885342405,-0.0357017753670519,0.975557101570923
"SSH3",0.0118947102335899,0.0568279676308812,-0.0822377225937352,0.944591381479259
"SH3TC1",0.588145741830587,0.746956044559516,-0.0438803720465124,0.970042342703335
"NSUN6",0.152483105929938,0.324135516605354,-0.0377584184257564,0.974167380760133
"TBCK",0.606591452727288,0.761387126267192,0.0322949069506127,1.02263755059773
"DTD1",0.715082936140846,0.834914101067607,-0.0175299868718177,0.987922662642724
"DCAF11",0.43373452387685,0.618950888126964,-0.0296245413068412,0.979675223062844
"RHBDD1",0.697791020404079,0.821568365844768,-0.029204041095781,0.979960809183255
"UTP15",0.209504590402447,0.397354708656692,0.0226120567269739,1.01579695664943
"GPX8",0.0290255128762266,0.105952184379589,0.0935951438517506,1.06702586199835
"SLC37A2",0.0757341435490025,0.201957716130673,-0.222740620548727,0.856936007846658
"DENND1A",0.00869209100692406,0.0452231867772832,-0.218733406748029,0.859319532524565
"DOT1L",0.710998489640887,0.831772130627206,0.0405462867749939,1.02850320301048
"TRPC4AP",0.000481989572941128,0.00606861948453876,0.181515609037421,1.13407465064508
"NUP210",0.0242767295652171,0.0938944965792708,0.0370032823495912,1.02598047959537
"CEP192",0.442670940440485,0.626893749189294,-0.0379244266750938,0.974055291570931
"SNX29",0.199114743845105,0.385419835295255,0.0736831586352125,1.05240000366103
"GEMIN5",0.325311124422967,0.524283276729097,0.0194726567759211,1.01358891849082
"PIGO",0.0360536343228726,0.122891688170924,0.0644191374597991,1.04566384646975
"ARHGEF40",0.653075880070915,0.79013264988927,0.0138315585514128,1.00963341125356
"GANC",0.388060649250279,0.578696857409672,0.10213904571415,1.07336373128682
"RAPGEF6",0.0399105942388236,0.131044677828023,-0.0900183429460206,0.939510803858251
"SMCR8",0.833434995142456,0.910440628732306,-0.00962705910083983,0.993349245943566
"PARD3",0.640150525925921,0.781705745177221,-0.0109535858205945,0.992436302691624
"IPO4",0.115137409366684,0.269301102674177,0.0464226827210403,1.0327010532997
"USP33",0.660994723558492,0.795760638070418,0.0347826138520517,1.02440245383105
"PNISR",0.211456424216787,0.399851981467233,0.117828644795992,1.08510048209432
"PPP4R1",0.0365465523992777,0.123849683161776,-0.056395597333001,0.961663723414061
"WHAMM",0.15997877932718,0.334252318104069,-2.35725089951252,0.195162679402235
"FNIP1",0.526255306307946,0.696566945952488,-0.681642363742929,0.62345512911988
"UBASH3B",0.0903513454985837,0.227798956118425,0.108792952499876,1.07832566533801
"DIS3L",0.566174520251031,0.728091180662231,-0.0236034181257629,0.98377246568806
"ZFP90",0.978439191963003,0.991181927027794,0.00481243750462568,1.0033412972182
"ZNF384",0.559156998210362,0.722621948396175,0.034126008902863,1.02393632990268
"SHROOM3",0.699769786627543,0.82306926325953,-0.605591206590535,0.657202008011224
"WIPF2",0.193829907490216,0.378592831241033,-0.0421157825731058,0.971229547004124
"DUSP19",0.908013595937459,0.95449615741886,-0.14613965676361,0.903665245288575
"ABHD5",0.360321599013086,0.556426352673047,-0.0491994837581959,0.966472452128816
"SETD7",0.31080013037701,0.510453194261579,-0.0374484072750683,0.974376735607913
"NOC3L",0.00275823523996538,0.020160509296733,-0.0541768382269758,0.96314382950807
"SCARB1",0.734283115379868,0.846867674220524,-0.00591947341265708,0.995905339769349
"COG1",0.392745371175553,0.582921312604411,-0.0136099820100419,0.990610637288579
"NPRL2",0.802822334648715,0.890646331403698,-0.376462827048747,0.770323943197784
"CASTOR1",0.3615623492186,0.557184444594476,-0.157459551600891,0.896602513188033
"PYROXD1",0.86128046217139,0.926740563790516,0.0111862132953036,1.0077838299207
"RNF139",0.264680252308975,0.46148570574295,-0.0440571126952793,0.969923512731051
"FRS2",0.104942225582196,0.252327988818317,0.295307236543133,1.22714628267762
"SCFD2",0.658220041153067,0.793704555296404,-0.0267030912695461,0.981661070337245
"SMAP2",0.453496780564148,0.636976768908828,-0.0189819767017205,0.986928875312289
"ZC3H15",0.0446432305339847,0.141313198611048,0.0289273264941734,1.02025326429183
"PPIL4",0.0627826109769023,0.177851467024911,0.0521064458394136,1.03677759437898
"GTF3C2",0.136049875193273,0.300765040135533,0.0459921922535749,1.03239294824274
"TBC1D22A",0.78953664698528,0.883813567359877,0.00874225572769305,1.00607806685011
"TSKU",0.11622195269845,0.271063112249677,-0.10543814649904,0.929522603717677
"PHF10",0.0906529161372004,0.228418554700384,0.105777250744177,1.07607396826839
"RAB2B",0.603629448815165,0.759548494634581,-0.118992194716384,0.920830679079217
"CCDC12",0.0017982526220225,0.0148956472253361,-0.11261726355589,0.924908617061318
"CHPT1",0.789317358401198,0.883689912606758,-0.043814377483228,0.970086717282293
"PPP1R13L",0.52750522142938,0.697654888794945,0.0108588430887906,1.00755517385537
"ARB2A",0.0166964732161683,0.0720785749852102,-0.0723857557316965,0.951063941625128
"CHURC1",0.617148659704021,0.766658262145979,0.022865916667298,1.01597571434702
"TGFBRAP1",0.535603981706341,0.703655542665514,-0.0322735822781937,0.977878018131937
"HDAC7",0.0142566531632021,0.0644165620210032,0.105726302294109,1.07603596762983
"STYX",0.442365861472374,0.626570129852874,0.0981922262380674,1.07043131434424
"PTPMT1",0.00037790049170347,0.00516316798681335,-0.188585237619463,0.877465776316718
"NUP133",4.55835963778676e-06,0.000291450119340991,0.102167613068296,1.07338498558142
"PDCD6IP",0.000726177528720303,0.00813000943234878,0.0260305632564091,1.01820677007857
"SLC20A1",0.444328174001632,0.628153701162439,0.0455043281998861,1.03204389162054
"CACTIN",0.686794002563942,0.8135613469183,0.0159715062484818,1.01113211042734
"C15orf40",0.355894459671979,0.552578307333613,-0.0634438135669377,0.956977019864855
"GATAD1",0.466427353035731,0.648562557832181,-0.0906195264307836,0.939119383151153
"CHAC2",0.792269919151471,0.885058288061103,0.0145154025723819,1.01011209552976
"CHMP7",0.0313524797395801,0.111754657747702,0.0699844349636329,1.04970535843669
"THEM6",0.88547301508981,0.941215029595027,0.00216442066828648,1.00150138803993
"NAT14",0.364347177073802,0.558846850536567,-0.0394690723525191,0.973012961006448
"BCL7C",0.0418754961501533,0.135576976848075,-0.0726770328364594,0.950871943191505
"LTO1",0.637604195831122,0.779876362080691,0.0458104372769377,1.03226289252654
"DCAF4",0.928650489430975,0.9655794188163,0.00635816935587386,1.00441687291797
"NSMCE1",0.00144142945953587,0.0128312902648006,0.172690101306056,1.12715826645024
"PHLDA1",0.000147285714823281,0.0026761102078375,-0.214755948581796,0.861691914248815
"SNX33",0.7262307280306,0.842899390804164,-0.0130596870635422,0.990988563316587
"TRIM41",0.172595028056885,0.350848909492683,-0.175637522210478,0.885376187808939
"PTCD2",0.947444641895223,0.976419894734105,0.00257389056586987,1.00178567741529
"MITD1",0.626677150869647,0.772205083196011,0.03348595613393,1.02348216051299
"AFG1L",0.753265892218847,0.859638864392816,-0.406960825343074,0.754210517749059
"ZFAND2B",0.355379817257833,0.552093474646565,-0.0589672403462558,0.959951058651265
"CHTF18",0.0604728445003794,0.173348427107217,-0.0465318997956814,0.968261140204237
"LEO1",0.794987470063822,0.886520977653948,-0.00965230011784257,0.99333186671569
"DCAKD",0.0252875538507563,0.0969629948357091,0.0664204664679779,1.04711541421337
"RNF138",0.885785645508883,0.941327971202026,-0.0246030938690911,0.983091023807937
"RNF141",0.330440806388145,0.529458461613462,0.164357390294674,1.12066679595645
"OSCP1",0.788780347594614,0.883614016260003,-0.0228921508011322,0.984257597822724
"UQCC5",0.276484478597977,0.473874130438921,0.062725805076095,1.04443724093293
"NUDCD2",0.0690722284975797,0.189693663766508,0.052963981887391,1.03739403681507
"SNRNP27",0.0560688090216082,0.164822964451452,0.124119141743474,1.08984211067048
"SKA2",0.94198291446035,0.973382344942361,-0.00907173531442673,0.993731680643611
"ANKRD49",0.00462647203761032,0.0290583631280145,-0.206884270412472,0.866406354683273
"TFB1M",0.10996039635327,0.260091982691352,-0.0461419917752224,0.968522861354621
"STAG1",0.539726554321552,0.707192142261861,-0.0165499732222578,0.988593980266771
"SCFD1",0.245894671741393,0.441703686025365,0.0194224692468978,1.01355365903749
"TNFAIP8L1",0.91088037077983,0.956582183300671,-0.0143452270557596,0.990105918009224
"LMBR1",0.0046417590989088,0.0290679301531102,-0.229087743236748,0.853174207351477
"CANT1",0.0634877558705637,0.179476267372951,0.0717483590503143,1.05098957506784
"DYNC2I1",0.777890406820356,0.876728245952265,-0.0267326228460067,0.981640976206865
"TRAPPC12",0.0397355977050051,0.13060085607139,-0.0544228173411678,0.962979627744266
"HNRNPLL",0.259459015268348,0.45679164747805,-0.029110024487089,0.980024672710475
"FAR1",0.753301244210395,0.859638864392816,-0.00820196314311161,0.994330962356076
"UBLCP1",0.841383711106695,0.914946092439169,0.002770256417989,1.00192204018137
"KBTBD7",0.607587223306277,0.76195124663478,0.0637433890852073,1.04517417944669
"TSEN15",0.0182846556326735,0.0769761428486626,0.250195782152858,1.18936850831259
"PCNP",0.495092693097261,0.67274092446496,0.0151679286330584,1.01056906913139
"DNAJA4",0.107245636706704,0.255793556914853,-0.036758813511188,0.974842589245433
"SPRYD4",0.0134684912225089,0.0617859485229891,0.0469564537796536,1.0330832046922
"TMEM40",0.746084962779967,0.854577933574702,0.0145374414498143,1.01012752630762
"MAIP1",0.285170427591609,0.482596108231953,0.0254640681096099,1.01780703489829
"TRUB1",0.0140624639228634,0.0638194243871468,0.0864378606607374,1.0617454017824
"LMO7",0.0189934222250532,0.0789447270136288,-0.0542715051904814,0.963080631876015
"SLC44A1",0.413822414541698,0.602050510471111,0.0261311743784702,1.01827778057968
"CKAP2",9.36585974910047e-05,0.00200654963839367,0.184325695924624,1.13628575826533
"ATXN2L",0.245852904896888,0.441703686025365,0.0251671889468952,1.01759761114349
"ARAP3",0.00425933597339026,0.0275125537539273,-0.0576285113162989,0.960842245457681
"PHIP",0.27635952030423,0.473805365542166,0.0186832398480234,1.01303445247055
"RTN4IP1",0.0937252707913087,0.233286987882017,0.0533509630624707,1.03767233943519
"RASSF5",0.0103110453918745,0.0513294376442219,-0.206156615724447,0.866843455833432
"PRPF31",0.0386063004085346,0.128470400881788,0.0523628969494787,1.03696190664892
"EDARADD",0.635230855413975,0.778252892321553,0.0286619917091446,1.02006564058718
"NELFB",0.250815930984636,0.447498927224386,-0.0244075712781289,0.98322426716459
"NLRP7",0.203000973075474,0.390540659061984,0.207850437977861,1.15496604475663
