"","p_value","FDR","log2FC","linearFC"
"ERBB2",1.6265478076322e-15,1.33116672576619e-11,-1.21570893629527,0.430561451174333
"GLS",0.0247468965803996,0.0952627477017827,0.0470009768235506,1.03311508718803
"H2BK1",0.0144817617409619,0.0651201857626549,1.22048695872585,2.33025358017992
"CUTA",6.35545853679271e-05,0.00155940159840909,0.629135361214342,1.54663778177056
"DUSP14",0.00751889153664873,0.0406974922856701,0.684595976117613,1.6072518107754
"JCHAIN",0.00824731334967248,0.0435677640488844,4.5226515286546,22.9854901944588
"RPLP1",0.000935868612145853,0.00952630438035033,0.620801568706732,1.53772931421837
"CALM1",1.97617427475935e-08,6.73875427692938e-06,0.714774317370111,1.64122645838556
"TUBA3C",0.00292903061522112,0.0209772020383428,1.0495397659622,2.06986943345483
"MIF",1.00591070152731e-05,0.000495926095259005,0.655541024981741,1.57520656050852
"H1.2",0.000527647419986988,0.00642599179341296,0.710812259435205,1.63672535923486
"KRT15",0.0421745327517859,0.136263867367002,3.31900757706935,9.97977698920558
"KRT85",0.00147497508959799,0.0129743927108473,0.640689942698151,1.55907458016369
"TAGLN",6.4952240459576e-08,1.71473914813281e-05,0.623842119929229,1.5409735723933
"MLLT11",0.0536277248893231,0.160237057500628,3.10550302392794,8.60695558445454
"PRDM2",0.00953997932207031,0.0483737241461112,0.656340766815378,1.57608000068708
"UNC119",0.0453436949109248,0.143113304724647,2.7749172969961,6.84436783840553
"SNRNP35",0.0106932725351879,0.0525608062630499,3.30262368849127,9.86708330006378
"TUBB8",0.0039804828819434,0.026268078132765,0.583805735974492,1.49879776970939
"TSTD2",0.0388705294610566,0.12889643967151,3.79530164016722,13.8835214719856
"SARM1",0.0494988148085077,0.151892876037806,3.68711594924459,12.8804933641997
"TUBA1A",0.0231411538509711,0.0910077862164093,0.809729774429739,1.75288308620059
"PCGF5",0.037040673462737,0.124852088805206,4.00110516228773,16.0122613377195
"SRL",0.0123587416457186,0.0582962199588246,4.60279384491751,24.2984746386258
"TRIM58",0.0688423850890148,0.189125907877978,4.30198271544412,19.7254008810826
"MCFD2",1.79262725228879e-05,0.000676076563720345,0.679353787524315,1.60142228486722
"CCT6B",0.0343975721125175,0.119233261401458,2.29095446476494,4.89379770101365
"PMM1",8.4324170906242e-09,3.83393897053714e-06,0.641492288651419,1.55994189103273
"ISOC2",0.000322247853059,0.00463493221341802,0.60052324806672,1.51626639830517
"TIMM17A",0.011838418017643,0.0565920637011625,1.02843194826451,2.03980600008671
"C12orf57",0.00945272915955518,0.0481101588568405,0.90329042120522,1.87032686308436
"PAIP2",4.94640775890207e-05,0.00132292160453773,1.08747560723781,2.12501880358817
"CHCHD5",0.00102759600677829,0.0101677807856262,0.734075127344669,1.66333081129414
"SPANXD",1.84097622459632e-09,1.36968631109966e-06,1.12753541957745,2.18485179322975
"DPY30",0.00120425781406638,0.0113283286785279,0.716875454096694,1.64361847711424
"TXNIP",0.00014137580379992,0.00261178234378904,0.75426405934973,1.68677092529342
"SPANXB1",1.09558594286353e-12,2.98875845213171e-09,1.27468933088518,2.41946711569004
"TOMM22",1.79776080057068e-06,0.000154391640123219,0.743314524191202,1.67401740072634
"MYH2",0.00296581050871827,0.0211799242612132,5.91163203244849,60.1975152050643
"TIMM8B",0.000330737659098312,0.00469108665868385,0.811188953805603,1.75465689473907
"UBXN8",0.0391775366283731,0.129605087615483,0.28391285439441,1.21749247413662
"UPK2",0.000350426232486928,0.00487736103175683,0.366044908421058,1.28881474827355
"UBE2C",0.000279017994670328,0.00414049910598945,0.291556982175365,1.22396048511645
"SDHD",0.00308608332637276,0.0218293050501596,0.350358548836876,1.27487742956068
"GATC",0.000334111250001533,0.00473073783739195,0.48964160370525,1.4040960249349
"TIMM8A",0.00664205799861488,0.0374370541740112,0.363481662671163,1.2865269356374
"ZNRD2",0.000587208360259776,0.00688497596040976,0.321429048079899,1.24956768366676
"HS6ST1",0.0252807051381204,0.0969629948357091,0.406759829504706,1.32570504716634
"NDUFB1",0.00223594555956494,0.0172964924716272,0.471801765284827,1.38684039607764
"BANF1",9.18879519313009e-07,9.51912656462996e-05,0.412442787146414,1.33093746528573
"CREG1",0.0162167546205613,0.0707074692672741,0.300424570992075,1.23150678038136
"TPPP",0.00338362384027879,0.0232718840925074,0.328619810395379,1.25581139688105
"UBOX5",0.00718232159222548,0.0395255678000624,0.262883399483249,1.19987440302186
"RHOBTB3",1.9133558479549e-06,0.000161432002676937,0.315139329368302,1.24413180046941
"CLIC3",1.09333006989848e-05,0.000505526174692042,0.309632588878626,1.23939202379858
"CSTA",4.99611924977665e-06,0.000300648823089501,0.335522625838429,1.26183443393117
"SPTA1",0.0448613055652261,0.141809549921132,0.31314510331938,1.24241323488513
"APOA1",0.000888860742588334,0.00920814723714294,0.35350907154395,1.27766451828826
"HMGCR",0.00322457465704386,0.0225891476997193,0.380505573189717,1.30179797321308
"TK1",0.000977594123884837,0.00986090775130782,0.297741581020588,1.22921866695202
"GAPDH",3.57052725110184e-06,0.000247637245957775,0.326037341070947,1.2535654658778
"TYMS",1.95506182653524e-07,3.62456248045428e-05,0.319346105531322,1.24776487739158
"ISG15",5.72147321482203e-07,6.88596129266229e-05,0.283231835907369,1.2169178972544
"ALPP",8.908602795923e-08,2.02522236893983e-05,0.343571480709471,1.26889393436015
"RHOC",0.000327917360219223,0.00468355266323581,0.339529709549158,1.26534404924726
"NFIC",0.0463706673864832,0.145290023694861,0.315848192822026,1.24474325073408
"RPS17",7.49710076050043e-05,0.00172550875361796,0.435326399251775,1.35221672761559
"GNAI3",0.00202344341785711,0.0161402153330825,0.355541008593246,1.27946528899485
"TPM1",0.0011784780467586,0.0112277815304684,0.434942680255766,1.35185712130001
"C4A",2.57893187701568e-09,1.75883154012469e-06,0.319135238616642,1.24758251514943
"HLA.C",0.000411565760858232,0.00549556850553645,0.585607488335718,1.50067075694673
"MGST1",5.86588332051205e-05,0.00150503451447642,0.442695830479085,1.35914165809049
"PRPS2",2.64764201537726e-06,0.000202027657876861,0.309589603612586,1.23935509651964
"COL6A1",0.0303731564879574,0.109503926298433,0.326485435292019,1.25395487782363
"PIP",0.0270757406264876,0.10068880293169,0.475488707562937,1.39038912920893
"ALAS1",2.4125343779124e-08,7.56296545574611e-06,0.403896337011389,1.32307636854912
"CD99",0.0259503183904677,0.0985116267862449,0.363561692347854,1.28659830428259
"X.1",0.0133527492735675,0.0614938362833983,0.461498094933877,1.37697092301137
"H2AX",0.0253284305074905,0.0969994736889574,0.441384559594464,1.3579068904135
"ITIH1",0.0312621719651992,0.111481313883743,0.379966661521951,1.30131178376748
"BTF3",1.05357864774134e-05,0.000504239044041821,0.367230708545232,1.28987450441647
"COX5A",1.6248889661304e-05,0.000642419869507786,0.413736666725587,1.33213165061886
"TGM2",7.73520572584873e-12,1.58262309150865e-08,0.288215964704069,1.22112929633563
"NME2",0.00540745216046941,0.0322955817020235,0.302296195871715,1.23310546507201
"MYL9",1.40805208300128e-05,0.000582262096203467,0.495923443332012,1.41022312495432
"S100P",0.00278840581931203,0.0203027697733538,0.361507187617196,1.28476739686462
"MSN",1.31368345750906e-07,2.62224034542784e-05,0.469359168114057,1.3844943518321
"RPL10",0.000114410694072654,0.00226716009755593,0.364423202898877,1.2873668305452
"S100A2",2.79701783165081e-05,0.000890756843279101,0.425118302093946,1.34268259926364
"BLVRB",8.65600183765098e-06,0.000450105544906074,0.280514511407063,1.21462798252809
"MAPK4",0.0202053714220087,0.0823509759550395,0.570430074262553,1.48496618014425
"GBP1",2.6660541362049e-06,0.000202027657876861,0.311775244622392,1.24123410639344
"RPL9",0.0174840615363631,0.074409547380965,0.532620411011184,1.44655423141109
"HSPA1L",0.000347846763505702,0.00487461971323744,0.372351691841036,1.29446117227085
"KRT2",0.0027225393987723,0.0199652889243302,0.500148217900524,1.41435886164076
"SRP14",8.65909429987676e-05,0.00191943110846714,0.298343872228642,1.22973194393381
"VHL",0.029516452736023,0.107265830014037,0.440604156432416,1.35717255069883
"ID1",0.00620067843367661,0.0355865023150136,0.291837271072751,1.22419830104608
"RPL21",0.0285855691670354,0.10471991855999,0.384781251615735,1.30566180133633
"ZFP36L2",8.00346754937702e-05,0.00181999815771415,0.284782531580284,1.218226617251
"CD151",0.000274826745494349,0.00409687082900866,0.336463652024143,1.26265775871824
"MARCKSL1",0.00981046842618182,0.0493781510454317,0.290312371505333,1.22290503172706
"UBE2A",9.10109636665754e-05,0.00196526049247296,0.2877306102944,1.22071855062171
"PSMB3",6.53384474750471e-05,0.00158204098856741,0.336720581689811,1.26288264555558
"HINT1",0.00162074149938664,0.0138601342016513,0.387925846772994,1.30851081344807
"AKR1C2",7.16685887284172e-06,0.000385878769837741,0.33162814103547,1.25843276688632
"SUMO3",0.035020728697772,0.120881334315718,0.310307384099035,1.23997186320424
"MTPN",5.74849011733984e-05,0.00148408968833783,0.455893828243614,1.37163234281235
"MYL6",1.71363036770783e-05,0.000655343501370133,0.422148572885234,1.33992158430188
"S100A10",4.21695427603703e-05,0.00119417141159471,0.339181065625937,1.26503830118526
"POLR2F",0.0431993968796948,0.13827162034088,0.281568287222813,1.21551549729781
"RAP1B",0.00213996840840137,0.0167593315352697,0.300782146487034,1.23181205017872
"NPC2",0.00900583614927154,0.0463237077117432,0.39850825000017,1.31814424168972
"NUTF2",1.00846986701128e-08,4.12665869581016e-06,0.440597561578471,1.35716634679985
"TMSB4X",0.0275679752510146,0.102021968520869,0.290722550561821,1.22325277073782
"RPS15",1.69632657940004e-05,0.000651771677268072,0.287003659921645,1.22010360550566
"POLR2L",0.000341492643167729,0.0048185789511805,0.399400020955728,1.31895927611572
"RPL30",0.000143383473297659,0.00263040839264576,0.325970241878629,1.25350716438519
"YWHAZ",4.24206666175839e-07,5.69132353439847e-05,0.292003485237352,1.22433935013414
"UBE2B",0.0194369854095627,0.0801775648144461,0.330459685109863,1.25741395980246
"DYNLT1",0.00141144343540173,0.0126936846981624,0.266190118468717,1.20262772083417
"RPS21",0.00677899381153744,0.0378657664977135,0.281101734844533,1.21512247594364
"TMSB10",0.000319972501433643,0.0046217797603447,0.533332130676154,1.44726803097057
"ERH",3.01636124162628e-06,0.000218459295588225,0.342409465191558,1.26787231804218
"MDM2",0.00431760256738555,0.0277580915251645,0.284021010169177,1.21758375037591
"GCNT1",0.024138947227808,0.0935827305127335,0.340133261291339,1.2658735169124
"CALD1",2.13011335329868e-13,8.71642384169821e-10,0.429644365810997,1.34690151550947
"ITIH3",0.0303712835416372,0.109503926298433,0.285220248684816,1.21859628617864
"TLE5",0.00328051017104377,0.0228491023317636,0.307509791663671,1.23756970987495
"SNTA1",0.00666909958345927,0.0375119663168595,0.290652836457673,1.22319366198075
"TUBB3",1.04511971558024e-05,0.000503132926606392,0.279346847851865,1.21364530566793
"EIF4EBP1",0.0163678375312638,0.0711010522058721,0.433434723391183,1.35044484971077
"TUBB2A",6.75953726331716e-05,0.00162228894319612,0.320044474404764,1.24836903216543
"COX17",1.91802432913286e-05,0.000702774211459315,0.576490227423882,1.49121701589701
"FHL2",0.00112266611539567,0.0108092935157626,0.391564835866014,1.31181550833484
"LAGE3",0.0260380871210779,0.0985116267862449,0.325342283913477,1.25296167244093
"FXYD3",0.00044874673759372,0.00582943381026508,0.499792405546973,1.41401008086016
"KRT72",0.0288570831607827,0.105431414548145,0.463435575567669,1.37882138110064
"PCLAF",5.88419753157637e-06,0.000334172452867794,0.469481038844631,1.38461131103706
"PCBP1",9.68318455064381e-08,2.14181573952619e-05,0.291751056421525,1.22412514582408
"TCEA2",0.0104778483629278,0.0517818303153386,0.404803166119949,1.3239082708479
"BAK1",0.00316599074600241,0.0222981654606573,0.335722239495555,1.26200903549625
"ATP6V1F",0.000809081339711397,0.00869528874261716,0.437759828289511,1.35449946930466
"PFKFB3",0.00478171098841359,0.0295793822593929,0.303921951802277,1.23449582023565
"LSM12",8.80438589045643e-05,0.00192660679485282,0.267621804332943,1.20382176369478
"GNPTAB",0.00814680724320439,0.0433070134672765,0.643267128840979,1.56186215221893
"VMA21",0.00103107455719631,0.0101717530890175,0.375861443879487,1.2976141383727
"TTC31",0.0386388523020749,0.128492631954564,0.324024835703842,1.25181800826277
"TRMT12",0.0216161989937004,0.0865917633697718,0.27042007682622,1.20615897998755
"MPV17L2",0.0115135754731164,0.055755681462713,0.269943059238038,1.20576023741033
"FAM76B",0.0109536448461331,0.0534553544548322,0.381480958279333,1.30267839743629
"BRMS1L",0.0128413399797375,0.0598141869061877,0.366350869312457,1.28908810384394
"PDZK1",1.07414984361923e-05,0.000505526174692042,0.362953498401724,1.28605603002362
"WLS",7.89759138959674e-05,0.0018104730513294,0.35894210068437,1.28248513207759
"H2BC20P",0.00346612772137456,0.0237197853159881,0.46646569984663,1.38172039348447
"PTRHD1",0.000349759968428805,0.00487736103175683,0.362051693498564,1.2852523887833
"C8orf82",0.0167813762227816,0.0722835700038129,0.549449108024753,1.46352674269017
"UQCC3",0.000496521878881124,0.00616826758518029,0.368188370648209,1.29073100836968
"CD109",5.87354553880717e-09,3.1063893932874e-06,0.28588358928716,1.21915671664764
"KANSL1",0.00687269245044225,0.0382366519472599,0.291139596828375,1.22360643296707
"GALNT5",0.00155305116670089,0.013492750263567,0.303186833729493,1.23386694927146
"GLRX5",0.000133259554128095,0.00251289444927265,0.43041886707022,1.34762478477404
"TMEM183A",0.0337975368809135,0.117601633432567,0.335036871511541,1.26140964675035
"GSPT2",0.00145864281964136,0.012925988897468,0.361635382333276,1.28488156354897
"UNC80",0.00202917569773117,0.0161544493290193,0.423896820403286,1.34154627587729
"NKAP",0.00263351126491658,0.0194870309150789,0.566970165087673,1.48140916218376
"ZNF511",0.0191155486579748,0.0792912570789993,0.316648522520326,1.24543395898058
"RCBTB1",8.35804368394958e-05,0.00187890649764989,0.507503443526288,1.42158803465128
"TRAF3IP1",0.00489787418176887,0.0300481276638654,0.314988446806259,1.24400169121383
"PANK1",0.00257917048195737,0.0191919946018181,0.269753190954173,1.20560156176754
"TMEM263",2.9052941354383e-06,0.00021229399289667,0.468529619002297,1.38369849692496
"SFT2D1",0.0316893385421265,0.112416795244371,0.567683899327424,1.48214223050282
"PALLD",1.54573919704657e-08,5.75014981301323e-06,0.281543388221465,1.21549451929485
"YIPF5",0.00351802515170688,0.023893375802132,0.282701452044451,1.21647059898987
"ATXN7L3B",0.000197439423612694,0.00323554785110738,0.508760648668733,1.42282738647792
"LRR1",0.000192336699805034,0.00319286724382231,0.452730102444649,1.36862774800012
"TXN2",0.0411297457329208,0.133740797348698,0.475386866199131,1.39029098363871
"FAM110A",9.46033159220199e-05,0.00202149748696034,0.2830540231789,1.21676792088977
"MIEN1",1.16015084190979e-05,0.000518834671595069,0.343722589862022,1.26902684639187
"DESI2",0.0366176803867029,0.123936764385764,0.355587696270483,1.27950669499357
"UPK3B",0.00261606577682341,0.0193989644676015,0.277711401849102,1.21227029105002
"URM1",4.93621498069916e-05,0.00132292160453773,0.480683402845468,1.39540451119776
"ANP32E",0.00379956653962318,0.0253428301224744,0.394743496925116,1.31470899155012
"CCDC32",0.00118924654402373,0.0112517846431101,0.427397999805928,1.3448059378836
"SF3B5",0.000313319555866278,0.00456264634378936,0.557401065287751,1.47161579417425
"CDCA7",0.00740249569456541,0.0403324147418292,0.448480295708803,1.36460205660121
"C1QTNF6",0.0140027922258208,0.0637014183302485,0.263641712874557,1.20050525013151
"CNTNAP3",0.00185280899988677,0.0152242859990696,0.27273694348569,1.20809754256795
"TWSG1",0.0168900698918127,0.0725989138627076,0.283992476233109,1.21755966897802
"SH3BGRL3",0.0129037205627585,0.0600023006168271,0.283557537810925,1.21719265886921
"EVA1A",0.0105082867194495,0.0518604160090187,0.617375639744928,1.5340820421867
"S100A14",0.0004600717772972,0.00589237468763738,0.313908300404041,1.24307065518564
"NOP10",7.50587874252191e-05,0.00172550875361796,0.503276637448971,1.41742916315679
"APOBEC3C",0.00310390300068348,0.0219363921913589,0.392181155390077,1.31237603582441
"PHPT1",0.00015658089373547,0.00277371868902833,0.290117238240835,1.22273963758143
"SERINC1",0.00038776882291158,0.00524545462265846,0.301460116414864,1.23239105527802
"INIP",0.00699447582554897,0.0387823781546699,0.585171207446006,1.50021701241346
"CENPM",0.00148214135057399,0.0130148549496755,0.367746264770833,1.29033553162443
"TMEM242",0.00162925759155622,0.0138808552416115,0.534378805496525,1.44831840447063
"TUBA8",0.0360207549615292,0.122870088140288,0.300487741027137,1.23156070447999
"EHD2",1.46371305643294e-07,2.85214944139218e-05,0.272678382480322,1.20804850519773
"COMMD9",0.000385800179809378,0.00524403429602965,0.289438571151152,1.22216457634194
"ABRACL",0.000496024141172312,0.00616826758518029,0.391012729269651,1.31131358422185
"PDP2",0.0333764183673594,0.116632080771763,0.468021428146068,1.38321117349896
"DPM3",0.000933134542583506,0.00952630438035033,0.307890298316924,1.2378961583622
"NFKBIL1",0.0162994205292079,0.0709922605700039,0.499214629573206,1.41344390612729
"TRMT112",0.000562047762267786,0.00673469822313259,0.369203004068979,1.29163908624495
"CPA4",0.0109499775234117,0.0534553544548322,0.349531149765049,1.27414648507711
"JPT1",0.00153196869148988,0.0133379061395246,0.272906448935469,1.20823949297463
"EPDR1",0.0135691327386888,0.0621994846338616,0.259699701488652,1.19722947408919
"CLCA2",0.000507857668786804,0.00624070144347027,0.330214518364578,1.25720029725629
"HIGD1A",0.00607204266668542,0.034955702441757,0.554281374139141,1.4684370027966
"POMP",4.95218418502283e-06,0.000300648823089501,0.443399329916673,1.35980457612046
"POLR3H",0.0127162559461543,0.0594260650161645,0.264316835631883,1.20106716935845
"PSAT1",6.12894633597188e-09,3.1063893932874e-06,0.303718804041292,1.23432200151523
"PIAS3",0.00668999178029221,0.0375520526268254,0.300620245055295,1.23167382211316
"VAMP5",0.00391832315926115,0.0260288609865205,-5.71107140019057,0.0190895724312798
"CSN1S1",0.000497506376136941,0.00616907906409807,-2.2419772948647,0.211396398774833
"MYL6B",0.0283760143876886,0.104232182113485,-0.603553901654038,0.658130732850786
"TNNI1",0.0028005347841709,0.0203621078592018,-7.31032374543901,0.00630047473834115
"ENPP1",0.0370073211069537,0.124804623663895,-3.30568443054071,0.10113228740624
"CRABP1",1.27283103381984e-07,2.6042122951954e-05,-1.25742090295918,0.418291068081372
"NES",0.00292903598003016,0.0209772020383428,-1.82844612969697,0.281567723476085
"PRDM15",0.0603410676416749,0.173140783267106,-2.65650378146914,0.158603467590469
"SNRPN",0.010337598634508,0.0513678853824006,-4.61236636622262,0.0408826814328901
"TNNC1",0.00819129073568535,0.0434743990796686,-5.13225191336138,0.0285126923944969
"HERPUD1",3.69934982593626e-07,5.60657018064117e-05,-0.859927067236244,0.550980411023887
"KCTD21",0.0441488203398773,0.140387668359652,-0.733094855174111,0.601611956557596
"BBS7",0.0112547271652688,0.0547614073249463,-4.58789615665097,0.0415820254472152
"SUSD6",0.0151142078189692,0.0668981486157079,-3.82996633577195,0.0703177960879783
"E2F7",0.0339597537221945,0.11806568583791,-2.9683062426898,0.127776440181719
"CFAP418",0.0159103851012898,0.0695198033470131,-0.606728092035102,0.656684317813362
"ZNF341",0.0544655202450545,0.161736508594168,-0.79757407056511,0.575315773108722
"SIRT7",0.0210573714432399,0.0849474464298839,-0.616917350645076,0.652062722037624
"CALML5",0.0418956713647094,0.135576976848075,-0.723795873233867,0.605502208356992
"SLC6A14",6.22706814205685e-05,0.00155217551639048,-0.628300470026485,0.646938075447812
"ARHGAP42",0.0119529929204088,0.0570731003854291,-0.336439690224742,0.791993398279811
"GET1",0.00475908816686073,0.0294617076835009,-0.470134803356441,0.721897141575762
"IFRD1",0.0269887004930293,0.100489319761124,-0.530380383356183,0.692372158001173
"TBX3",0.0215347934362959,0.0863079086594739,-0.398075589830681,0.758869864551392
"IRAK2",0.000978379410320375,0.00986090775130782,-0.297522221209588,0.813648610360342
"ZBTB14",0.026495404580114,0.0994215456596299,-0.291317796237378,0.817155306045265
"ECI2",0.0115822021604288,0.0559886252102478,-0.363257148588914,0.777407457013104
"TJP3",0.0496218267916891,0.152065414785348,-0.280103689310168,0.823531826299802
"CLDN7",0.0292511739552535,0.106538321161457,-0.31958213242382,0.801301936064301
"SLC2A10",0.0318260915298967,0.112853003934435,-0.321174076895883,0.800418225638251
"F2",0.00678911020973994,0.0378657664977135,-0.520452089962751,0.697153335568791
"OAS1",2.631037403776e-06,0.000202027657876861,-0.264430144228101,0.832527513081768
"KRT14",0.0131196284752397,0.0607302259283718,-0.400406680442384,0.757644681144411
"APOE",0.0179202410929167,0.0757928956612043,-0.276149882066116,0.825791868688072
"ALDOC",1.82615036431469e-05,0.00068077180309107,-0.275783362357238,0.826001689500391
"JMJD7",0.0236186194927403,0.0922706869901378,-0.291067424298257,0.817297131245151
"ATP1A3",0.00507312409633753,0.0307089109500195,-0.303284255762224,0.810405429096753
"CEACAM1",0.00835809768901496,0.0439323516293503,-0.291231466676287,0.817204205339724
"HPGD",1.16374010865778e-08,4.53526145202632e-06,-0.373215399449233,0.772059853231698
"S100A4",5.90302720856298e-06,0.000334172452867794,-0.262863708741754,0.833431937673293
"SERPINB3",0.00833525605867645,0.0438686402470791,-0.297175401544765,0.813844232617155
"CASP14",2.50915689111391e-07,4.27811249934921e-05,-0.477207682428659,0.718366668721016
"ARRB2",0.0125380822433454,0.0589383486958867,-0.310884218657144,0.806147525066552
"GK",0.0182479058573335,0.0768609683666587,-0.264301677089337,0.832601650156156
"SLC8A1",0.00451802073606507,0.0286409618156131,-0.556732719529494,0.679840059654804
"ABCD1",0.0142923502731353,0.0645165993576058,-0.297877182059215,0.813448444790405
"SLC1A6",0.00119212302309207,0.0112529813390836,-0.441355633937285,0.736442282603187
"ARRB1",0.0355804176485416,0.121790496251778,-0.268737624521306,0.830045527947289
"ARG2",5.22925540888956e-05,0.00138052342794684,-0.374602542962199,0.771317878599792
"LCN2",6.36412675792566e-05,0.00155940159840909,-0.433914473365448,0.740250531635174
"FABP5",4.39792068426122e-07,5.80525530322481e-05,-0.332115557132102,0.794370769958197
"BDH1",0.00444455074482999,0.0282627842235343,-0.40235451865915,0.756622446074234
"DHRS2",2.18450058345126e-06,0.000177009433415496,-0.37306738541702,0.772139067168833
"RFTN1",0.000465700881600838,0.00591816151400816,-0.410652451554245,0.752283080535286
"SPEG",0.0196116551719264,0.0807353047922766,-0.301728151137215,0.811280011700337
"NCOA1",0.0284147135414212,0.104327508130548,-0.461851046649263,0.72605409869581
"KIZ",0.00748836405522165,0.040612837261719,-0.294856820911679,0.815153227603146
"FAM174B",0.000101832005081745,0.00211521098880458,-0.288945316617703,0.81850020513363
"SPIN4",0.00109607953193725,0.0106535806287108,-0.520564478052469,0.697099028402255
"HSP90AA4P",0.00742388802156341,0.040391493795278,-0.592087909814516,0.663382146247347
"TMEM69",0.0353449613593006,0.121335219699881,-0.293585278665631,0.815871992580776
"FRY",3.8505828542666e-06,0.000256204634791202,-0.302001631668615,0.811126238203699
"MYSM1",0.0380126842888251,0.127221175252607,-0.347421053285046,0.785987866612622
"SLC18B1",0.000759760942379529,0.00833496454749875,-0.356960820610979,0.780807696778925
"TTC41P",0.00617234659969038,0.0354736548959734,-0.454226282967625,0.729901513193255
"ANKRD16",0.00678104499300179,0.0378657664977135,-0.271919556404304,0.828216840798232
"ANKRD13D",0.00588049302019294,0.0342533486670883,-0.37558128198917,0.770794786141475
"ACAD11",0.000928446096638329,0.00949800356861011,-0.518500423650535,0.698097077224269
"KCTD1",0.0366610611823223,0.124032296286121,-0.296541053305877,0.81420215591816
"PABIR2",0.000616147074944673,0.00716270974623183,-0.438303629428932,0.738001866709752
"SMIM15",0.0363924384459854,0.123532026645352,-0.463599950721038,0.725174474389289
"MOB3B",0.0472616372317907,0.147012253555673,-0.382991369879297,0.76684591705203
"TBC1D1",0.00225580196990324,0.0174133036406839,-0.299828032108808,0.812349221848131
"TMEM135",0.00645559435244363,0.0366384078920934,-0.263054452936816,0.833321753753005
"GLCCI1",0.000150609721317203,0.00269713339006562,-0.35565995460389,0.781512062036704
"SBF2",0.00756397050582951,0.0408334661079873,-0.2729385236852,0.827632082496241
"ERO1B",0.00245311190138232,0.0185034726275695,-0.299545537483898,0.812508303810281
"FMNL3",0.0207653762043432,0.0842557455906519,-0.362672966406771,0.777722311872843
"ARHGEF28",0.037227222762456,0.125323293891429,-0.316406094902089,0.803067914542743
"MINDY1",0.000582404659839257,0.00686801114715342,-0.600356500173712,0.659590945647493
"CADM4",0.0525790494985841,0.157858274370916,-0.402245080076977,0.756679843393898
"STK35",0.0516845632856449,0.156141183436588,-0.327977087113906,0.796652748625971
"HEXD",0.00261686910706648,0.0193989644676015,-0.430228335872044,0.742144316566304
"UBE2Q2",0.0148855484648175,0.0661723675372443,-0.314471767605569,0.804145368880497
"POF1B",1.3994562902369e-05,0.000582262096203467,-0.26789861051957,0.830528389775025
"LPIN2",0.000876930958846508,0.00913104573019937,-0.330535284939739,0.795241369613165
"GALM",3.49918610461425e-07,5.40327152455906e-05,-0.431087694868721,0.741702380836556
"KCTD12",0.00577842129711073,0.0337757346531104,-0.297701931868069,0.813547263771717
"LRRC58",0.00425770672456193,0.0275125537539273,-0.37021029211955,0.773669715831394
"REX1BD",0.00574468179168493,0.0336779912486744,-0.292845319896307,0.816290560931581
"TRMT2B",0.00783326172814221,0.0419791494466177,-0.407674907343452,0.753837303122236
"COA8",0.00348468860864047,0.023765576310928,-0.563893617778152,0.676473995888929
"SLC9A7",0.00225751651548945,0.0174133036406839,-0.408159474891749,0.753584149305982
"CDC6",0.0201628154520705,0.0822594624425447,-0.341715446431932,0.789102466104753
"SEMA3C",5.59203365095198e-05,0.00146683344228817,-0.333047549746295,0.793857765764131
"GDF15",3.48497327135931e-05,0.00104074484111053,-0.44912682010008,0.732486045293512
"VKORC1",0.0268987727728869,0.100291369646153,-0.408238250950378,0.753543002170429
"PAGR1",0.00315939373116896,0.0222708684719093,-0.384615024416444,0.765983369911705
"HDAC8",0.0282944554385522,0.103979265069201,-0.291893178130062,0.816829469602454
"SELENOI",0.010365343068516,0.0513956980002115,-0.283500786813949,0.821594946601385
"ZNF552",0.0472371666882362,0.146992004629858,-0.317583935691868,0.80241254379134
"RNF121",0.013174536820735,0.0608467321336881,-0.348801817044921,0.785235979097341
"GPR108",0.00233783109121087,0.0178292910581021,-0.467432524260747,0.723250577755863
"TCIM",0.00698842498449481,0.0387750983546478,-0.448664022045646,0.732721055108606
"SIRT3",0.0517994948122207,0.156430651491961,-0.25534631724172,0.837786000987284
"OTULINL",7.15375388325596e-05,0.00167754503669246,-0.366904155723697,0.775444720677654
"PLEKHJ1",0.0216619998518944,0.0867327821858629,-0.423841363358191,0.745437156075221
"TAGLN3",0.0208746343063079,0.0844896177857684,-0.283863146493502,0.821388613670167
"FBXO4",0.000203132113444909,0.00327896097915806,-0.307450547188955,0.808068473237635
"PADI1",8.33394162939241e-07,8.9743392493352e-05,-0.361779485127666,0.778204115390076
"MAFF",0.00105637675130728,0.0103043949138245,-0.270765024483538,0.828879895332051
"ANKRD26",0.00163380468413596,0.0138808552416115,-0.259750489714792,0.835232358161435
"RASD1",0.00412497509321856,0.0268616909058221,-0.327876913058267,0.796708066420222
"TMA7B",0.0416765343292243,0.135211791712256,-0.0756175307841325,0.948935851768927
"NUDT4B",0.357168826395722,0.554136431321818,0.0306976359728246,1.02150597022413
"SMIM26",0.890416282222203,0.944496408055538,-0.00556442877469721,0.996150460431292
"UBE2L5",0.14878547963398,0.318926235024749,2.06586530846475,4.18685022088494
"RBM47",0.00211947679933661,0.0166947046446302,-0.0814740700336856,0.945091508360518
"IFT56",0.274322268898376,0.471916309488992,-0.106245595599031,0.929002513070951
"TMEM129",0.6176551874747,0.766821913575993,0.0566898701792766,1.04007666177426
